Record_ID,Project_Code,Project_Title,Lead_Author,Graduation_Year,Institution,Contact_Email,Start_Date,Duration_Months,Budget_USD,Category,Notes
REC-1131,PRJ-2026-9900,Study on Archival Studies,Jane Smith,N/A,"Berkeley, University of California",smith@unlv.edu,2099-12-31,15,"$64,683.47",Bioinformatics,Cost &lt; Budget
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
REC-1132,INVALID_CODE,Study on Archival Studies,Jane Smith,2018,Cal Berkeley,jdoe@illinois.edu,2099-12-31,6,11522.44,Python,Notes on &quot;UIUC&quot;
REC-1133,prj-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,,Univ. of Illinois (UIUC),r.johnson@mit.edu,2016-03-12,14,47291.71 USD,Data Science,Na&iuml;ve Bayes test
REC-1134,INVALID_CODE,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,N/A,UNLV,r.johnson@mit.edu,2020-01-15,17,FREE,Data Science,Na&iuml;ve Bayes test
REC-1135,PRJ-2026-4052,Proj A,m. davis,2012,Massachusetts Institute of Technology,r.johnson@mit.edu,2099-12-31,15,24819.15 USD,Data Science,Cost &lt; Budget
REC-1136,prj-2026-1001,Study on Ethics,Stephen Miller,Unknown,Urbana Champaign University of Illinois,r.johnson@mit.edu,2016-03-12,10,37406.38 USD,Cataloging,Notes on &quot;UIUC&quot;
REC-1137,prj-2026-1001,Investigation into Ethics and Modern Data Pipelines,Jane Smith,c2020,"Las Vegas, University of Nevada",r.johnson@mit.edu,2023-09-30,34,98532.41 USD,Python,Cost &lt; Budget
REC-1138,prj-2026-1001,Analysis of Data Science,Patricia Taylor Garcia,2012,UC Berkeley,jdoe@illinois.edu,,29,FREE,Bioinformatics,Na&iuml;ve Bayes test
REC-1139,PRJ20261001,Analysis of Python,Robert Johnson,Unknown,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2020-01-15,37,-$428.00,Ethics,Cost &lt; Budget
REC-1140,PRJ-2026-4052,Study on Data Science,Jane Smith,N/A,University of Illinois at Urbana-Champaign,smith@unlv.edu,2020-01-15,32,-$426.00,Archival Studies,Phase 1 &amp; 2 complete
REC-1141,,Investigation into Data Science and Modern Data Pipelines,Smith,2015,University of Illinois at Urbana-Champaign,r.johnson@mit.edu,2023-09-30,47,FREE,Machine Learning,Phase 1 &amp; 2 complete
REC-1142,PRJ-2026-4052,Analysis of Ethics,Michael OBrown,2012.0,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2025-12-01,18,FREE,Machine Learning,Caf&eacute; study group
REC-1143,PRJ-2026-8819,Study on Bioinformatics,Jayne Smyth,Unknown,"Berkeley, University of California",jdoe@illinois.edu,2018-11-05,44,-$148.00,Data Science,Caf&eacute; study group
REC-1144,,Analysis of Archival Studies,Michael O'Brown,2018,Univ of Nevada Las Vegas,r.johnson@mit.edu,2016-03-12,23,FREE,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1145,PRJ-26-1001,Study on Cataloging,Jeffrey Clarke,c2020,UC Berkeley,contact@lab.org,1900-01-01,47,-$481.00,Data Science,Notes on &quot;UIUC&quot;
REC-1146,PRJ-2026-1001,Study on Machine Learning,Kathryn Write,c2020,UNLV,r.johnson@mit.edu,2023-09-30,25,78977.83 USD,Bioinformatics,Caf&eacute; study group
REC-1147,PRJ-2026-8819,Study on Cataloging,Brian Stuart,2020,university of illinois at urbana-champaign,a.wright@berkeley.edu,1900-01-01,8,12124.69,GIS Mapping,Cost &lt; Budget
REC-1148,PRJ-2026-4052,Study on Bioinformatics,Steven Miller,1882,MIT,a.wright@berkeley.edu,2016-03-12,8,26326.19,Data Science,Phase 1 &amp; 2 complete
REC-1149,,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Brown,1882,university of illinois at urbana-champaign,smith@unlv.edu,2020-01-15,20,48067.88 USD,Metadata,Caf&eacute; study group
REC-1150,PRJ20261001,Investigation into Bioinformatics and Modern Data Pipelines,Dr. Jane Mary Smith,2020,M.I.T.,smith@unlv.edu,2021-07-22,22,33446.65 USD,Bioinformatics,Caf&eacute; study group
REC-1151,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2022,"Technology, Massachusetts Institute of",contact@lab.org,2099-12-31,28,123372.92,Archival Studies,Cost &lt; Budget
REC-1152,,Analysis of Bioinformatics,Patricia Taylor Garcia,2021,U.N.L.V.,smith@unlv.edu,2020-01-15,32,FREE,GIS Mapping,Na&iuml;ve Bayes test
REC-1153,INVALID_CODE,Study on Metadata,Catherine Wright,2012,"Las Vegas, University of Nevada",smith@unlv.edu,1900-01-01,41,120445.87 USD,Bioinformatics,Phase 1 &amp; 2 complete
REC-1154,PRJ-26-1001,Study on Ethics,Geoffrey Clark,2020,Cal Berkeley,smith@unlv.edu,2020-01-15,44,155426.29 USD,Python,Na&iuml;ve Bayes test
REC-1155,,Proj A,Smith,2012,Univ of Nevada Las Vegas,contact@lab.org,2021-07-22,32,-$453.00,Python,Caf&eacute; study group
REC-1156,PRJ-26-1001,Study on Bioinformatics,Kathryn Write,2021,university of illinois at urbana-champaign,smith@unlv.edu,2023-09-30,16,49013.51,Archival Studies,Cost &lt; Budget
REC-1157,PRJ-26-1001,Investigation into Machine Learning and Modern Data Pipelines,Dr. Jane Mary Smith,2021,"Urbana-Champaign, University of Illinois",duplicate.user@research.org,2018-11-05,18,-$181.00,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1158,PRJ-2026-9900,Proj A,Jane Smith,N/A,UIUC,contact@lab.org,2099-12-31,3,FREE,Machine Learning,Na&iuml;ve Bayes test
REC-1159,,Study on Python,Brian Stuart,Pending,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2025-12-01,28,91308.4,Archival Studies,Na&iuml;ve Bayes test
REC-1160,PRJ-2026-4052,Analysis of Machine Learning,Patricia Taylor-Garcia,c. 2005,Univ. of Illinois (UIUC),r.johnson@mit.edu,2020-01-15,35,-$170.00,Bioinformatics,Cost &lt; Budget
REC-1161,PRJ-2026-8819,Analysis of Metadata,Robert Johnson,2005,"Berkeley, University of California",smith@unlv.edu,2025-12-01,25,108888.15 USD,Bioinformatics,Caf&eacute; study group
REC-1162,PRJ-2026-1001,Investigation into Archival Studies and Modern Data Pipelines,m. davis,Unknown,MIT,contact@lab.org,2021-07-22,17,FREE,Archival Studies,Cost &lt; Budget
REC-1163,PRJ20261001,Study on Ethics,Brian Stuart,1882,U.N.L.V.,jdoe@illinois.edu,,9,FREE,Data Science,Notes on &quot;UIUC&quot;
REC-1164,PRJ-2026-9900,Proj A,Dr. Jane Mary Smith,2021,MIT,smith@unlv.edu,2025-12-01,13,FREE,Data Science,Na&iuml;ve Bayes test
REC-1165,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,2005,"Berkeley, University of California",r.johnson@mit.edu,2023-09-30,46,FREE,Bioinformatics,Na&iuml;ve Bayes test
REC-1166,PRJ-2026-9900,Study on Metadata,Geoffrey Clark,2012,Univ. of Illinois (UIUC),r.johnson@mit.edu,1900-01-01,43,99164.51 USD,Machine Learning,Caf&eacute; study group
REC-1167,PRJ-2026-1001,Study on GIS Mapping,Catherine Wright,Pending,U.N.L.V.,r.johnson@mit.edu,2018-11-05,47,"$121,009.40",Bioinformatics,Caf&eacute; study group
REC-1168,,Analysis of Archival Studies,Robert Johnson,c. 2005,Univ of Nevada Las Vegas,r.johnson@mit.edu,2020-01-15,24,"$100,379.14",Archival Studies,Na&iuml;ve Bayes test
,,,,,,,,,,Data Science,Sub-tag record
,,,,,,,,,,Ethics,Sub-tag record
,,,,,,,,,,Machine Learning,Sub-tag record
REC-1169,PRJ-2026-8819,Investigation into Data Science and Modern Data Pipelines,m. davis,2022,Urbana Champaign University of Illinois,r.johnson@mit.edu,2023-09-30,19,FREE,GIS Mapping,Phase 1 &amp; 2 complete
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,Python,Sub-tag record
REC-1170,,Study on Cataloging,Kristina Tailor,2020,M.I.T.,smith@unlv.edu,2099-12-31,1,"$750,000.00",Bioinformatics,Phase 1 &amp; 2 complete
REC-1171,prj-2026-1001,Analysis of Bioinformatics,Robert Jhnson,2021,university of illinois at urbana-champaign,r.johnson@mit.edu,2020-01-15,11,FREE,Data Science,Caf&eacute; study group
,,,,,,,,,,Metadata,Sub-tag record
,,,,,,,,,,Cataloging,Sub-tag record
,,,,,,,,,,Archival Studies,Sub-tag record
REC-1172,PRJ-2026-4052,Analysis of Archival Studies,Michael O'Brown,2020,Urbana Champaign University of Illinois,smith@unlv.edu,1900-01-01,23,FREE,Machine Learning,Cost &lt; Budget
REC-1173,,Analysis of GIS Mapping,Alexander Wright,'15,University of Illinois at Urbana-Champaign,contact@lab.org,2021-07-22,6,FREE,Machine Learning,Caf&eacute; study group
REC-1174,PRJ-2026-8819,Analysis of Machine Learning,Robert Johnson,2015,"University of California, Berkeley",r.johnson@mit.edu,1900-01-01,37,131306.57 USD,Machine Learning,Na&iuml;ve Bayes test
REC-1175,,Study on GIS Mapping,Brian Stuart,2018,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2023-09-30,30,"$108,162.96",Ethics,Na&iuml;ve Bayes test
REC-1176,,Analysis of Machine Learning,Patricia Taylor Garcia,1998,"University of California, Berkeley",smith@unlv.edu,2025-12-01,44,"$155,899.35",Bioinformatics,Caf&eacute; study group
REC-1177,prj-2026-1001,Analysis of Bioinformatics,Johnathan Doee,Pending,Univ of Illinois Urbana Champaign,jdoe@illinois.edu,2020-01-15,1,"$750,000.00",Python,Phase 1 &amp; 2 complete
REC-1178,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Doe,Class of 2018,Univ. of Illinois (UIUC),jdoe@illinois.edu,2025-12-01,7,-$421.00,Ethics,Caf&eacute; study group
,,,,,,,,,,Python,Sub-tag record
,,,,,,,,,,Data Science,Sub-tag record
REC-1179,PRJ-2026-4052,Investigation into Metadata and Modern Data Pipelines,A. PROF. WILSON,Class of 2018,UIUC,contact@lab.org,2021-07-22,60,$100.00,Archival Studies,Na&iuml;ve Bayes test
REC-1180,PRJ-2026-9900,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Brown,2018,UIUC,a.wright@berkeley.edu,2025-12-01,23,"$53,216.80",Machine Learning,Notes on &quot;UIUC&quot;
REC-1181,prj-2026-1001,Study on Ethics,Steven Miller,c2020,"Urbana-Champaign, University of Illinois",a.wright@berkeley.edu,2023-09-30,32,FREE,GIS Mapping,Cost &lt; Budget
REC-1182,PRJ-2026-8819,Analysis of Archival Studies,Robert Jhnson,1882,Urbana Champaign University of Illinois,smith@unlv.edu,2016-03-12,37,"$93,953.03",Data Science,Caf&eacute; study group
REC-1183,PRJ-2026-8819,Proj A,Dr. Jane Mary Smith,2012,"University of California, Berkeley",jdoe@illinois.edu,2023-09-30,17,-$311.00,Python,Phase 1 &amp; 2 complete
REC-1184,INVALID_CODE,Proj A,Smith,2020,Massachusetts Institute of Technology,jdoe@illinois.edu,2020-01-15,23,98396.89 USD,Python,Notes on &quot;UIUC&quot;
REC-1185,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2020,"University of Nevada, Las Vegas",smith@unlv.edu,2020-01-15,32,"$78,147.20",Cataloging,Phase 1 &amp; 2 complete
REC-1186,PRJ-2026-1001,Investigation into Archival Studies and Modern Data Pipelines,Dr. Jane Mary Smith,2020,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,2021-07-22,48,107743.51,Data Science,Cost &lt; Budget
REC-1187,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Johnson,c2020,University of Illinois at Urbana-Champaign,contact@lab.org,2021-07-22,11,"$20,507.96",Cataloging,Phase 1 &amp; 2 complete
REC-1188,PRJ-2026-1001,Analysis of Python,Michael O'Brown,2050,university of illinois at urbana-champaign,jdoe@illinois.edu,2018-11-05,31,"$121,764.78",Python,Notes on &quot;UIUC&quot;
REC-1189,PRJ20261001,Study on Data Science,Jane Smith,2050,UIUC,a.wright@berkeley.edu,2016-03-12,14,FREE,Archival Studies,Caf&eacute; study group
REC-1190,PRJ20261001,Analysis of Cataloging,Johnathan Doe,Unknown,"Las Vegas, University of Nevada",contact@lab.org,2016-03-12,11,-$227.00,Ethics,Phase 1 &amp; 2 complete
REC-1191,,Study on Python,Catherine Wright,1882,M.I.T.,r.johnson@mit.edu,2025-12-01,4,FREE,Data Science,Caf&eacute; study group
,,,,,,,,,,Archival Studies,Sub-tag record
,,,,,,,,,,GIS Mapping,Sub-tag record
REC-1192,,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Doe,2012,Univ of Illinois Urbana Champaign,r.johnson@mit.edu,2016-03-12,27,FREE,Python,Notes on &quot;UIUC&quot;
REC-1193,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,2050,UC Berkeley,smith@unlv.edu,,5,FREE,Data Science,Cost &lt; Budget
REC-1194,PRJ-2026-1001,Proj A,Smith,c. 2005,Univ. of Illinois (UIUC),r.johnson@mit.edu,2016-03-12,12,-$286.00,Python,Notes on &quot;UIUC&quot;
REC-1195,INVALID_CODE,Investigation into Machine Learning and Modern Data Pipelines,A. PROF. WILSON,c. 2005,"Las Vegas, University of Nevada",smith@unlv.edu,2099-12-31,38,-$282.00,Metadata,Cost &lt; Budget
REC-1196,INVALID_CODE,Proj A,Dr. Jane Mary Smith,2015,UIUC,contact@lab.org,2016-03-12,42,-$153.00,Metadata,Notes on &quot;UIUC&quot;
REC-1197,PRJ-26-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Smith,c. 2005,U.N.L.V.,jdoe@illinois.edu,2099-12-31,18,64431.51,Machine Learning,Phase 1 &amp; 2 complete
REC-1198,PRJ-26-1001,Study on Bioinformatics,Jayne Smyth,N/A,UIUC,a.wright@berkeley.edu,,33,-$433.00,Cataloging,Caf&eacute; study group
REC-1199,PRJ-2026-4052,Analysis of Data Science,Robert Jhnson,2015,"Las Vegas, University of Nevada",jdoe@illinois.edu,2025-12-01,13,-$147.00,Archival Studies,Notes on &quot;UIUC&quot;
REC-1200,PRJ-26-1001,Study on Metadata,Catherine Wright,N/A,Cal Berkeley,jdoe@illinois.edu,2021-07-22,38,-$235.00,GIS Mapping,Notes on &quot;UIUC&quot;
REC-1201,INVALID_CODE,Analysis of Ethics,Johnathan Doee,2022,M.I.T.,jdoe@illinois.edu,2018-11-05,43,FREE,Cataloging,Cost &lt; Budget
REC-1202,PRJ20261001,Analysis of Archival Studies,Patricia Taylor-Garcia,'15,Univ of Illinois Urbana Champaign,a.wright@berkeley.edu,2023-09-30,27,55475.38 USD,Archival Studies,Phase 1 &amp; 2 complete
REC-1203,PRJ-2026-4052,Study on GIS Mapping,Jeffrey Clarke,Class of 2018,"University of Nevada, Las Vegas",smith@unlv.edu,2018-11-05,29,-$216.00,Bioinformatics,Cost &lt; Budget
REC-1204,,Proj A,A. PROF. WILSON,'15,M.I.T.,jdoe@illinois.edu,,42,81578.4 USD,Metadata,Na&iuml;ve Bayes test
REC-1205,prj-2026-1001,Analysis of Bioinformatics,Michael OBrown,N/A,university of illinois at urbana-champaign,smith@unlv.edu,2025-12-01,38,102298.47,Ethics,Phase 1 &amp; 2 complete
REC-1206,PRJ-2026-4052,Investigation into Ethics and Modern Data Pipelines,Smith,N/A,Univ of Illinois Urbana Champaign,contact@lab.org,2018-11-05,21,86150.94,GIS Mapping,Na&iuml;ve Bayes test
REC-1207,INVALID_CODE,Proj A,m. davis,Class of 2018,UIUC,contact@lab.org,2016-03-12,24,"$85,716.99",GIS Mapping,Caf&eacute; study group
REC-1208,PRJ-2026-4052,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Smith,'15,"Las Vegas, University of Nevada",a.wright@berkeley.edu,2021-07-22,31,118484.87,Bioinformatics,Notes on &quot;UIUC&quot;
REC-1209,,Study on Bioinformatics,Steven Miller,,M.I.T.,jdoe@illinois.edu,2020-01-15,35,-$391.00,Cataloging,Phase 1 &amp; 2 complete
,,,,,,,,,,Data Science,Sub-tag record
REC-1210,,Analysis of Python,Johnathan Doee,Class of 2018,Urbana Champaign University of Illinois,a.wright@berkeley.edu,1900-01-01,18,-$328.00,Archival Studies,Phase 1 &amp; 2 complete
REC-1211,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Project Phase 2,Dr. Johnson,2020,Univ of Nevada Las Vegas,a.wright@berkeley.edu,2020-01-15,16,FREE,GIS Mapping,Na&iuml;ve Bayes test
REC-1212,PRJ-2026-1001,Proj A,A. PROF. WILSON,2022,M.I.T.,contact@lab.org,2021-07-22,22,80040.87,Bioinformatics,Cost &lt; Budget
REC-1213,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,Pending,Urbana Champaign University of Illinois,contact@lab.org,2018-11-05,45,197975.54,GIS Mapping,Phase 1 &amp; 2 complete
REC-1214,prj-2026-1001,National Science Foundation Geospatial Analysis Infrastructure Program,Dr. Smith,c. 2005,university of illinois at urbana-champaign,r.johnson@mit.edu,2023-09-30,36,"$136,671.23",Bioinformatics,Cost &lt; Budget
REC-1215,INVALID_CODE,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,'15,M.I.T.,a.wright@berkeley.edu,1900-01-01,39,153973.72,Cataloging,Phase 1 &amp; 2 complete
REC-1216,PRJ20261001,Investigation into Ethics and Modern Data Pipelines,Dr. Jane Mary Smith,1882,UIUC,jdoe@illinois.edu,2020-01-15,38,FREE,Python,Cost &lt; Budget
REC-1217,prj-2026-1001,Study on GIS Mapping,Steven Miller,c. 2005,"Technology, Massachusetts Institute of",contact@lab.org,2099-12-31,43,-$136.00,Cataloging,Phase 1 &amp; 2 complete
REC-1218,PRJ-2026-8819,Study on GIS Mapping,Kristina Tailor,2018,"Technology, Massachusetts Institute of",smith@unlv.edu,2021-07-22,39,162962.88 USD,Metadata,Cost &lt; Budget
REC-1219,prj-2026-1001,Study on Metadata,Kathryn Write,2018,UNLV,duplicate.user@research.org,2021-07-22,13,"$38,593.51",Bioinformatics,Notes on &quot;UIUC&quot;
REC-1220,PRJ-2026-9900,Investigation into Bioinformatics and Modern Data Pipelines,m. davis,2015,Massachusetts Institute of Technology,duplicate.user@research.org,2025-12-01,36,"$74,582.28",Cataloging,Phase 1 &amp; 2 complete
REC-1221,PRJ-2026-4052,Analysis of Machine Learning,Patricia Taylor Garcia,,Massachusetts Institute of Technology,smith@unlv.edu,2016-03-12,32,-$368.00,Metadata,Cost &lt; Budget
REC-1222,PRJ-2026-1001,Comprehensive Digital Humanities Data Archival Research Initiative Phase 1,Dr. Brown,2005,Urbana Champaign University of Illinois,a.wright@berkeley.edu,2021-07-22,11,"$23,469.28",Metadata,Notes on &quot;UIUC&quot;
REC-1223,PRJ-2026-1001,Study on Data Science,Geoffrey Clark,Class of 2018,Massachusetts Institute of Technology,contact@lab.org,2016-03-12,4,"$6,578.82",Bioinformatics,Phase 1 &amp; 2 complete
REC-1224,,Study on Metadata,Brian Stuart,2015,Urbana Champaign University of Illinois,jdoe@illinois.edu,2023-09-30,11,"$30,321.25",Machine Learning,Na&iuml;ve Bayes test
REC-1225,,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Smith,1998,M.I.T.,r.johnson@mit.edu,2021-07-22,21,-$354.00,Archival Studies,Cost &lt; Budget
REC-1226,PRJ20261001,Comprehensive Digital Humanities Data Archival Research Project Phase 1,Dr. Doe,2020,University of Illinois at Urbana-Champaign,contact@lab.org,2020-01-15,7,"$25,694.84",Cataloging,Phase 1 &amp; 2 complete
REC-1227,prj-2026-1001,Investigation into GIS Mapping and Modern Data Pipelines,Dr. Jane Mary Smith,2021,"Urbana-Champaign, University of Illinois",jdoe@illinois.edu,2025-12-01,10,"$17,849.95",Metadata,Cost &lt; Budget
,,,,,,,,,,Python,Sub-tag record
REC-1228,PRJ-2026-8819,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Brown,2020,Univ of Nevada Las Vegas,r.johnson@mit.edu,2018-11-05,32,74095.98 USD,Archival Studies,Caf&eacute; study group
REC-1229,PRJ20261001,Proj A,Jane Smith,2005,"Urbana-Champaign, University of Illinois",contact@lab.org,2099-12-31,25,FREE,Archival Studies,Notes on &quot;UIUC&quot;
REC-1230,,Study on Machine Learning,Kathryn Write,c. 2005,Univ of Nevada Las Vegas,duplicate.user@research.org,2021-07-22,47,"$169,281.81",Cataloging,Cost &lt; Budget
REC-1231,PRJ-2026-8819,Proj A,Dr. Jane Mary Smith,2018,"Berkeley, University of California",duplicate.user@research.org,,13,22419.74 USD,Python,Caf&eacute; study group
REC-1232,PRJ-2026-9900,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Smith,1882,"University of Nevada, Las Vegas",a.wright@berkeley.edu,2018-11-05,39,110927.53 USD,Machine Learning,Caf&eacute; study group
REC-1233,PRJ-2026-4052,Investigation into Machine Learning and Modern Data Pipelines,Smith,2018,"Technology, Massachusetts Institute of",jdoe@illinois.edu,2023-09-30,44,154634.62,Data Science,Na&iuml;ve Bayes test
REC-1234,PRJ-2026-1001,Analysis of Archival Studies,Robert Jhnson,Pending,U.N.L.V.,smith@unlv.edu,2025-12-01,21,66004.51,Data Science,Cost &lt; Budget
REC-1235,PRJ-2026-4052,Analysis of Bioinformatics,Robert Jhnson,Class of 2018,Univ of Illinois Urbana Champaign,smith@unlv.edu,1900-01-01,15,"$54,755.46",Data Science,Notes on &quot;UIUC&quot;
REC-1236,PRJ-2026-1001,Study on Ethics,Kathryn Write,Unknown,Univ. of Illinois (UIUC),duplicate.user@research.org,,33,FREE,Metadata,Caf&eacute; study group
REC-1237,PRJ-2026-9900,Analysis of Python,Johnathan Doee,c2020,"University of California, Berkeley",contact@lab.org,2023-09-30,21,FREE,Ethics,Caf&eacute; study group
REC-1238,PRJ-26-1001,National Science Foundation Geospatial Analysis Infrastructure Project,Dr. Johnson,1998,Urbana Champaign University of Illinois,r.johnson@mit.edu,2020-01-15,47,"$160,299.72",Ethics,Notes on &quot;UIUC&quot;
